"headword1","headword2","headword3","headword","base","base1","mng","mng1","equiv","equiv1","{ePSD2}",,,
"Ellaŋ","[1]","CN","Ellaŋ[1]CN","{mul}ellaŋ₂","<sup>mul</sup>ellaŋ₂","1 Kidney","Ellaŋ<br>Kidney","–","–","{ePSD2}",,,
"ellaŋ","[grass?]","N","ellaŋ[grass?]N","{u₂}ellaŋ₂","<sup>u₂</sup>ellaŋ₂","a grass?","a grass?","–","–","{ePSD2}",,,
"ellaŋ","[bead]","N","ellaŋ[bead]N","ellaŋ₂, {na₄}ellaŋ₂, ellaŋ, {kuš}ellaŋ₂, ellaŋ{zabar}","ellaŋ₂<br><sup>na₄</sup>ellaŋ₂<br>ellaŋ<br><sup>kuš</sup>ellaŋ₂<br>ellaŋ<sup>zabar</sup>","bead","bead","?","?","{ePSD2}",,,
"ellaŋ","[kidney]","N","ellaŋ[kidney]N","ellaŋ₂, ellaŋ, {uzu}ellaŋ₂, ellaŋₓ(|HI×U|)","ellaŋ₂<br>ellaŋ<br><sup>uzu</sup>ellaŋ₂<br>ellaŋₓ(|ḪI×U|)","kidney","kidney","kalītu","kalītu","{ePSD2}",,,
"ellaŋ","[vessel]","N","ellaŋ[vessel]N","{dug}ellaŋ₂","<sup>dug</sup>ellaŋ₂","vessel","vessel","–","–","{ePSD2}",,,
"ellaŋdu","[trap]","N","ellaŋdu[trap]N","ellaŋ₂-du₃, {ŋeš}ellaŋ₂-du","ellaŋ₂-du₃<br><sup>ŋeš</sup>ellaŋ₂-du","a trap","a trap","–","–","{ePSD2}",,,
"ellaŋgun","[kidney]","N","ellaŋgun[kidney]N","ellaŋ₂-gun₃, ellaŋ₂, {uzu}ellaŋ₂-gun₃","ellaŋ₂-gun₃<br>ellaŋ₂<br><sup>uzu</sup>ellaŋ₂-gun₃","kidney","kidney","–","–","{ePSD2}",,,
"ellaŋgunu","[type of colored bead?]","N","ellaŋgunu[type of colored bead?]N","ellaŋₓ(|HI×AŠ₂|)-gun₃-nu","ellaŋₓ(|ḪI×AŠ₂|)-gun₃-nu","type of colored bead?","type of colored bead?","–","–","{ePSD2}",,,
"ellaŋgunu","[type of cheese?]","N","ellaŋgunu[type of cheese?]N","ellaŋₓ(|HI×AŠ₂|)-gun₃-gun₃-nu","ellaŋₓ(|ḪI×AŠ₂|)-gun₃-gun₃-nu","type of cheese?","type of cheese?","–","–","{ePSD2}",,,
"ELLES316","[~wool]","N","ELLES316[~wool]N","ELLES316","ELLES316","a designation of wool","a designation of wool","–","–","{ePSD2}",,,
"ellibum","[plant]","N","ellibum[plant]N","{u₂}li-li-bu, e-li-bu-um, ul-li-bu, {u₂}el-li-bu, {u₂}el-li-bu-um","<sup>u₂</sup>li-li-bu<br>e-li-bu-um<br>ul-li-bu<br><sup>u₂</sup>el-li-bu<br><sup>u₂</sup>el-li-bu-um","a plant, leather object","a plant<br>leather object","–","–","{ePSD2}",,,
"ellulillum","[song]","N","ellulillum[song]N","e-el-lu-lil₂-lum","e-el-lu-lil₂-lum","a song","a song","alālima","alālima","{ePSD2}",,,
"ellum","[song]","N","ellum[song]N","el-lu, e-el-lu, el-la, el-lu₂, e-lu, el-lu-mi, e-el-lum","el-lu<br>e-el-lu<br>el-la<br>el-lu₂<br>e-lu<br>el-lu-mi<br>e-el-lum","a work song, an exclamation","a work song<br>an exclamation","alālu","alālu","{ePSD2}",,,
"ellum dug","[urge forwards]","V/i","ellum dug[urge forwards]V/i","e-el-lum %sux:dug₄","e-el-lum dug₄","to urge animals forward","to urge animals forward","–","–","{ePSD2}",,,
"Elubu","[1]","SN","Elubu[1]SN","e₂-lu₂-bu{ki}","e₂-lu₂-bu<sup>ki</sup>","1","Elubu","–","–","{ePSD2}",,,
"elugalak","[~administration]","N","elugalak[~administration]N","e₂-lugal","e₂-lugal","an administrative unit","an administrative unit","–","–","{ePSD2}",,,
"Elugalgalgasisa","[1]","TN","Elugalgalgasisa[1]TN","e₂-lugal-galga-si-sa₂","e₂-lugal-galga-si-sa₂","1, ziggurat of Sîn at Ur","Elugalgalgasisa<br>ziggurat of Sîn at Ur","–","–","{ePSD2}",,,
"elulam","[song]","N","elulam[song]N","e-lu-lam","e-lu-lam","a song","a song","–","–","{ePSD2}",,,
"elulam dug","[exclaim with elation?]","V/i","elulam dug[exclaim with elation?]V/i","e-lu-lam %sux:dug₄","e-lu-lam dug₄","to exclaim with elation?","to exclaim with elation?","–","–","{ePSD2}",,,
"Elulu","[1]","RN","Elulu[1]RN","e-lu-lu","e-lu-lu","1","Elulu","–","–","{ePSD2}",,,
"elum","[important]","V/i","elum[important]V/i","e-lum, el-lu, e-lu, el-lu-um, i-lum, e-lu-mi, lum","e-lum<br>el-lu<br>e-lu<br>el-lu-um<br>i-lum<br>e-lu-mi<br>lum","(to be) important, important one, bison","(to be) important<br>important one<br>bison","alim[heavy]V/i, kabtu","kabtu","{ePSD2}",,,
"Elum","[1]","DN","Elum[1]DN","e-lum, {d}e-lum","e-lum<br><sup>d</sup>e-lum","1","Elum<br>Alim","Alim[1]DN, {d}BAD","Alim<br><sup>d</sup>BAD","{ePSD2}",,,
"elungak","[brewery]","N","elungak[brewery]N","e₂-lunga, e₂-lunga₃, e₂-lungaₓ(|BI×GAR|), e₂-{lu₂}lunga","e₂-lunga<br>e₂-lunga₃<br>e₂-lungaₓ(|BI×GAR|)<br>e₂-<sup>lu₂</sup>lunga","brewery","brewery","–","–","{ePSD2}",,,
"Elungaŋeštinešdagalgalkurta.DU.a","[0]","TN","Elungaŋeštinešdagalgalkurta.DU.a[0]TN","e₂-lungaₓ(|BI×GAR|)-geštin-ešda₃-gal-gal-kur-ta-DU-a","e₂-lungaₓ(|BI×GAR|)-geštin-ešda₃-gal-gal-kur-ta-DU-a","–","Elungaŋeštinešdagalgalkurta.DU.a","–","–","{ePSD2}",,,
"Elunum","[1]","MN","Elunum[1]MN","e-lu-nu-um, e₃-lu-num₂","e-lu-nu-um<br>e₃-lu-num₂","1","Elunum","–","–","{ePSD2}",,,
"elunum","[festival]","N","elunum[festival]N","e₃-lu-num₂, e₂-lu-num₂, e-lu-num₂","e₃-lu-num₂<br>e₂-lu-num₂<br>e-lu-num₂","a festival","a festival","–","–","{ePSD2}",,,
"ema","[cabin]","N","ema[cabin]N","{ŋeš}ama, {ŋeš}e₂-ma₂","<sup>ŋeš</sup>ama<br><sup>ŋeš</sup>e₂-ma₂","boat cabin","boat cabin","hinnu","ḫinnu","{ePSD2}",,,
"Emaḫ","[1]","TN","Emah[1]TN","e₂-mah","e₂-maḫ","1","Emaḫ","–","–","{ePSD2}",,,
"Emaḫ","[2]","TN","Emah[2]TN","e₂-mah","e₂-maḫ","2","Emaḫ","–","–","{ePSD2}",,,
"Emaḫba","[0]","TN","Emahba[0]TN","e₂-mah-ba","e₂-maḫ-ba","–","Emaḫba","–","–","{ePSD2}",,,
"Emaḫdi","[1]","TN","Emahdi[1]TN","e₂-mah-di","e₂-maḫ-di","1","Emaḫdi","–","–","{ePSD2}",,,
"Emaḫtila","[1]","TN","Emahtila[1]TN","e₂-mah-til₃-la","e₂-maḫ-til₃-la","1","Emaḫtila","–","–","{ePSD2}",,,
"Emar","[1]","SN","Emar[1]SN","e₂-mar{ki}","e₂-mar<sup>ki</sup>","1","Emar","–","–","{ePSD2}",,,
"emar","[form]","N","emar[form]N","a₂-mar, e₂-mar, e₂-mar-za","a₂-mar<br>e₂-mar<br>e₂-mar-za","form, height","form<br>height","egar[form]N, gattu; lānu; mēlû","gattu<br>lānu<br>mēlû","{ePSD2}",,,
"emarru","[quiver]","N","emarru[quiver]N","mar-ru₁₀, e₂-mar-ru₁₀, {kuš}e₂-ma₂-ru₁₀, a-ma-ru, mur-ru, {kuš}e₂-ma₂-ruₓ(TU), a-ma-ru₁₀, e₂-mar-ur₅, e₂-ma₂-ru₁₀, ma-ru, mar-ru₁₀(TE), {kuš}a-mar-uru₅, {kuš}e₂-mar-ru₁₀, {kuš}e₂-mar-ur₅, {ŋeš}e₂-mar-ur₅, a-ma₂-ru","mar-ru₁₀<br>e₂-mar-ru₁₀<br><sup>kuš</sup>e₂-ma₂-ru₁₀<br>a-ma-ru<br>mur-ru<br><sup>kuš</sup>e₂-ma₂-ruₓ(TU)<br>a-ma-ru₁₀<br>e₂-mar-ur₅<br>e₂-ma₂-ru₁₀<br>ma-ru<br>mar-ru₁₀(TE)<br><sup>kuš</sup>a-mar-uru₅<br><sup>kuš</sup>e₂-mar-ru₁₀<br><sup>kuš</sup>e₂-mar-ur₅<br><sup>ŋeš</sup>e₂-mar-ur₅<br>a-ma₂-ru","quiver","quiver","išpatu","išpatu","{ePSD2}",,,
"Emaruru","[1]","TN","Emaruru[1]TN","e₂-mar-uru₅","e₂-mar-uru₅","1","Emaruru","–","–","{ePSD2}",,,
"Emaš.X.X","[0]","TN","Emaš.X.X[0]TN","e₂-maš-x-x","e₂-maš-x-x","–","Emaš.X.X","–","–","{ePSD2}",,,
"Emašda","[1]","TN","Emašda[1]TN","e₂-maš-da","e₂-maš-da","1","Emašda","–","–","{ePSD2}",,,
"eme","[donkey]","N","eme[donkey]N","eme₆, eme₃, eme₅, eme₆(|ANŠE×SAL|), ama, eme₇, eme₅{+me}, emeₓ(|SAL.EN|)","eme₆<br>eme₃<br>eme₅<br>eme₆(|ANŠE×SAL|)<br>ama<br>eme₇<br>eme₅<sup>+me</sup><br>emeₓ(|SAL.EN|)","female donkey","female donkey","atānu","atānu","{ePSD2}",,,
"eme","[~plow]","N","eme[~plow]N","{ŋeš}eme, {urud}eme, eme","<sup>ŋeš</sup>eme<br><sup>urud</sup>eme<br>eme","plow-share, point (of a battering ram)","plow-share<br>point (of a battering ram)","emû","emû","{ePSD2}",,,
"eme","[tongue]","N","eme[tongue]N","eme, {ŋeš}eme, e-me, i-me, im, me, {kuš}eme, {uzu}eme","eme<br><sup>ŋeš</sup>eme<br>e-me<br>i-me<br>im<br>me<br><sup>kuš</sup>eme<br><sup>uzu</sup>eme","tongue, language, blade","tongue<br>language<br>blade","lišānu","lišānu","{ePSD2}",,,
"eme","[nurse]","N","eme[nurse]N","eme₂","eme₂","wet nurse","wet nurse","mušēniqtu","mušēniqtu","{ePSD2}",,,
"eme bala","[translate]","V/t","eme bala[translate]V/t","eme %sux:bala","eme bala","to translate","to translate","?","?","{ePSD2}",,,
"eme sig dug","[slander]","V/t","eme sig dug[slander]V/t","eme %sux:sig %sux:du₁₁-du₁₁, eme %sux:sig₉ %sux:du₁₁-du₁₁, eme %sux:sig %sux:dug₄","eme sig du₁₁-du₁₁<br>eme sig₉ du₁₁-du₁₁<br>eme sig dug₄","to slander","to slander","–","–","{ePSD2}",,,
"eme sig gu","[lie]","V/t","eme sig gu[lie]V/t","eme %sux:sig %sux:gu₇-gu₇, eme %sux:sig %sux:gu₇","eme sig gu₇-gu₇<br>eme sig gu₇","to speak falsely","to speak falsely","karṣī akālu","karṣī akālu","{ePSD2}",,,
"eme tag","[touch with language]","V/t","eme tag[touch with language]V/t","eme %sux:tag","eme tag","to touch with language, bewitch?, to make talk","to touch with language<br>bewitch?<br>to make talk","–","–","{ePSD2}",,,
"eme.EŠ₂.UŠ","[leaf]","N","eme.EŠ₂.UŠ[leaf]N","{ŋeš}eme-EŠ₂-UŠ, {ŋeš}eme-EŠ₂-UŠ-eme-EŠ₂-UŠ","<sup>ŋeš</sup>eme-EŠ₂-UŠ<br><sup>ŋeš</sup>eme-EŠ₂-UŠ-eme-EŠ₂-UŠ","scaly leaf","scaly leaf","–","–","{ePSD2}",,,
"eme.ŠID","[lizard]","N","eme.ŠID[lizard]N","eme-ŠID, eme-|SI.A|, eme-|SI.A|{ku₆}, eme-ŠID{ku₆}","eme-ŠID<br>eme-|SI.A|<br>eme-|SI.A|<sup>ku₆</sup><br>eme-ŠID<sup>ku₆</sup>","lizard","lizard","ṣurārû","ṣurārû","{ePSD2}",,,
"Emeana","[1]","TN","Emeana[1]TN","e₂-me-an-na","e₂-me-an-na","1","Emeana","–","–","{ePSD2}",,,
"emebala","[translator]","N","emebala[translator]N","eme-bala","eme-bala","translator","translator","–","–","{ePSD2}",,,
"Emeda","[1]","DN","Emeda[1]DN","{d}emeda{+da}, {d}emeda, {d}eme₂{+e-me-da}-da","<sup>d</sup>emeda<sup>+da</sup><br><sup>d</sup>emeda<br><sup>d</sup>eme₂<sup>+e-me-da</sup>-da","1","Emeda","–","–","{ePSD2}",,,
"emeda","[nursemaid]","N","emeda[nursemaid]N","emeda{+da}, emeda, e-mi-da, emeda{+da}-emeda{+da}, emedaₓ(|ME.UM|), um-me-da₂, um-me-ga, |URU×GA.ME|, |URU×GA|-ME-DA, emeda-emeda, emeda₃","emeda<sup>+da</sup><br>emeda<br>e-mi-da<br>emeda<sup>+da</sup>-emeda<sup>+da</sup><br>emedaₓ(|ME.UM|)<br>um-me-da₂<br>um-me-ga<br>|URU×GA.ME|<br>|URU×GA|-ME-DA<br>emeda-emeda<br>emeda₃","nursemaid","nursemaid","tārītu","tārītu","{ePSD2}",,,
"emedagal","[nursemaid]","N","emedagal[nursemaid]N","um-me-da-gal","um-me-da-gal","chief nursemaid","chief nursemaid","–","–","{ePSD2}",,,
"emedar","[implement ]","N","emedar[implement ]N","eme-dar","eme-dar","an implement","an implement","–","–","{ePSD2}",,,
"emedub","[unit]","N","emedub[unit]N","emedub₂, emedub, gurmedub","emedub₂<br>emedub<br>gurmedub","a unit, a measurement of capacity, a vessel","a unit<br>a measurement of capacity<br>a vessel","sûtu, širmu","sûtu<br>širmu","{ePSD2}",,,
"emegagu","[nurse]","N","emegagu[nurse]N","eme₂-ga, eme₂-ga-gu₇","eme₂-ga<br>eme₂-ga-gu₇","wet nurse","wet nurse","mušēniqtu","mušēniqtu","{ePSD2}",,,
"emegala","[nurse]","N","emegala[nurse]N","eme₂-ga-la₂, |URU×GA|-ME-ga-la₂","eme₂-ga-la₂<br>|URU×GA|-ME-ga-la₂","wet nurse","wet nurse","mušēniqtu","mušēniqtu","{ePSD2}",,,
"emegir","[Sumerian]","N","emegir[Sumerian]N","eme-gi, gi, eme-gir₁₅","eme-gi<br>gi<br>eme-gir₁₅","the Sumerian language, a kind of sheep","the Sumerian language<br>a kind of sheep","šumeritum, šumerû","šumeritum<br>šumerû","{ePSD2}",,,
"Emeḫušgalankik","[1]","TN","Emehušgalankik[1]TN","e₂-me-huš-gal-an-ki","e₂-me-ḫuš-gal-an-ki","1","Emeḫušgalankik","–","–","{ePSD2}",,,
"Emeḫušniguru","[1]","TN","Emehušniguru[1]TN","e₂-me-huš-ni₂-gur₃-ru","e₂-me-ḫuš-ni₂-gur₃-ru","1","Emeḫušniguru","–","–","{ePSD2}",,,
"Emekilibasaŋil","[0]","TN","Emekilibasaŋil[0]TN","e₂-me-kilib₃-ba-sag-il₂","e₂-me-kilib₃-ba-sag-il₂","–","Emekilibasaŋil","–","–","{ePSD2}",,,
"emekud","[fish]","N","emekud[fish]N","me-du{ku₆}","me-du<sup>ku₆</sup>","a fish","a fish","–","–","{ePSD2}",,,
"Emelamana","[1]","TN","Emelamana[1]TN","e₂-me-lam₂-an-na, me-lam₂-an-na","e₂-me-lam₂-an-na<br>me-lam₂-an-na","1","Emelamana","–","–","{ePSD2}",,,
"Emelambikurkuradul","[0]","TN","Emelambikurkuradul[0]TN","e₂-me-lam₂-bi-kur-kur-ra-a-dul₅, e₂-me-lam₂-bi-kur-kur-ra-dul₅","e₂-me-lam₂-bi-kur-kur-ra-a-dul₅<br>e₂-me-lam₂-bi-kur-kur-ra-dul₅","–","Emelambikurkuradul","–","–","{ePSD2}",,,
"Emelammaḫ","[1]","TN","Emelammah[1]TN","e₂-me-lam₂-mah","e₂-me-lam₂-maḫ","1","Emelammaḫ","–","–","{ePSD2}",,,
"Emelemḫuš","[1]","TN","Emelemhuš[1]TN","e₂-me-lem₄-huš","e₂-me-lem₄-ḫuš","1","Emelemḫuš","–","–","{ePSD2}",,,
"emengi","[thirst]","N","emengi[thirst]N","emengi","emengi","burning thirst","burning thirst","šurpītu","šurpītu","{ePSD2}",,,
"emeŋar","[magic]","N","emeŋar[magic]N","emeŋarₓ(|KA×(ME.GAR)|)","emeŋarₓ(|KA×(ME.GAR)|)","magic","magic","–","–","{ePSD2}",,,
"emeŋarŋar","[witchcraft]","N","emeŋarŋar[witchcraft]N","emeŋarŋarₓ(|KA×(ME.GAR.GAR.RA)|)","emeŋarŋarₓ(|KA×(ME.GAR.GAR.RA)|)","witchcraft","witchcraft","–","–","{ePSD2}",,,
"emeŋiri","[blade]","N","emeŋiri[blade]N","eme-ŋiri₂, {urud}eme-ŋiri₂","eme-ŋiri₂<br><sup>urud</sup>eme-ŋiri₂","blade","blade","–","–","{ePSD2}",,,
"emeraḫ","[jug]","N","emerah[jug]N","{ŋeš}emerah, emerah, {ŋeš}emerah(|UD.HUB₂|), {ŋeš}emerahₓ(|U.U.HUB₂|), emerahₓ(|NI.HUB₂|), {ŋeš}emerah(|UD.SAL.HUB₂|), {ŋeš}emerahₓ(|UD.NI.HUB₂|), emerah(|UD.SAL.HUB₂|), {ŋeš}emerahₓ(|ERIN₂.KAB|), {ŋeš}emerahₓ(|SAL.KAB|)","<sup>ŋeš</sup>emeraḫ<br>emeraḫ<br><sup>ŋeš</sup>emeraḫ(|UD.ḪUB₂|)<br><sup>ŋeš</sup>emeraḫₓ(|U.U.ḪUB₂|)<br>emeraḫₓ(|NI.ḪUB₂|)<br><sup>ŋeš</sup>emeraḫ(|UD.SAL.ḪUB₂|)<br><sup>ŋeš</sup>emeraḫₓ(|UD.NI.ḪUB₂|)<br>emeraḫ(|UD.SAL.ḪUB₂|)<br><sup>ŋeš</sup>emeraḫₓ(|ERIN₂.KAB|)<br><sup>ŋeš</sup>emeraḫₓ(|SAL.KAB|)","jug, can, ladle","jug<br>can<br>ladle","kûtu","kûtu","{ePSD2}",,,
"emerin","[unmng B]","N","emerin[unmng B]N","{ŋeš}eme-rin","<sup>ŋeš</sup>eme-rin","(unknown meaning B)","(unknown meaning B)","–","–","{ePSD2}",,,
"emerin","[unmng]","N","emerin[unmng]N","{ŋeš}eme₂-rin₂","<sup>ŋeš</sup>eme₂-rin₂","(unknown meaning)","(unknown meaning)","–","–","{ePSD2}",,,
"emesaduʾa","[implement]","N","emesaduʾa[implement]N","eme-sa-du₈-a","eme-sa-du₈-a","an implement","an implement","–","–","{ePSD2}",,,
"emesig","[plank]","N","emesig[plank]N","{ŋeš}eme-sig, eme-sig, {ŋeš}e₂-me-sig, {ŋeš}eme-sig-ga, {ŋeš}eme-ši","<sup>ŋeš</sup>eme-sig<br>eme-sig<br><sup>ŋeš</sup>e₂-me-sig<br><sup>ŋeš</sup>eme-sig-ga<br><sup>ŋeš</sup>eme-ši","plank, encampment","plank<br>encampment","–","–","{ePSD2}",,,
"emesig","[slander]","N","emesig[slander]N","eme-sig, inim-sig","eme-sig<br>inim-sig","slander","slander","–","–","{ePSD2}",,,
"emesiggugu","[denouncer]","N","emesiggugu[denouncer]N","eme-sig-gu₇-gu₇, {lu₂}eme-sig-ga-gu₇-gu₇, {lu₂}me-sig, {lu₂}eme-sig-gu₇-gu₇","eme-sig-gu₇-gu₇<br><sup>lu₂</sup>eme-sig-ga-gu₇-gu₇<br><sup>lu₂</sup>me-sig<br><sup>lu₂</sup>eme-sig-gu₇-gu₇","denouncer","denouncer","ākil karṣi","ākil karṣi","{ePSD2}",,,
"Emesikil","[0]","TN","Emesikil[0]TN","e₂-me-sikil","e₂-me-sikil","–","Emesikil","–","–","{ePSD2}",,,
"Emeslam","[1]","TN","Emeslam[1]TN","e₂-mes-lam, e₂-me-eš₃-lam","e₂-mes-lam<br>e₂-me-eš₃-lam","1","Emeslam","–","–","{ePSD2}",,,
"Emeslama","[0]","TN","Emeslama[0]TN","e₂-mes-lam-ma","e₂-mes-lam-ma","–","Emeslama","–","–","{ePSD2}",,,
"emesukuda","[grammatical term]","N","emesukuda[grammatical term]N","eme-sukud-da","eme-sukud-da","grammatical term","grammatical term","–","–","{ePSD2}",,,
"emeš","[priest]","N","emeš[priest]N","emeš{+e-me-eš}, emeš","emeš<sup>+e-me-eš</sup><br>emeš","priest","priest","–","–","{ePSD2}",,,
"emeš","[summer]","N","emeš[summer]N","e₂-me-eš, emeš₂, {+e-mi-iš}emeš₂, me₁₂","e₂-me-eš<br>emeš₂<br><sup>+e-mi-iš</sup>emeš₂<br>me₁₂","summer","summer","ummu","ummu","{ePSD2}",,,
"emešurug","[frond]","N","emešurug[frond]N","{ŋeš}eme-šu-ru-ug-{ŋeš}eme-šu-ru-ug, {ŋeš}eme-šu-ru-ug, {ŋeš}eme-šu-ru-ug-eme-šu-ru-ug","<sup>ŋeš</sup>eme-šu-ru-ug-<sup>ŋeš</sup>eme-šu-ru-ug<br><sup>ŋeš</sup>eme-šu-ru-ug<br><sup>ŋeš</sup>eme-šu-ru-ug-eme-šu-ru-ug","dried palm-frond","dried palm-frond","–","–","{ePSD2}",,,
"Emeten","[1]","DN","Emeten[1]DN","{d}eme{+e-me}-te, {d}e₂-me-te, {d}eme-te","<sup>d</sup>eme<sup>+e-me</sup>-te<br><sup>d</sup>e₂-me-te<br><sup>d</sup>eme-te","1","Emeten","–","–","{ePSD2}",,,
"emetena","[grammatical term]","N","emetena[grammatical term]N","eme-te-na₂","eme-te-na₂","grammatical term","grammatical term","–","–","{ePSD2}",,,
"Emetenamlugalak","[1]","TN","Emetenamlugalak[1]TN","e₂-me-te-nam-lugal-la","e₂-me-te-nam-lugal-la","1","Emetenamlugalak","–","–","{ePSD2}",,,
"Emeteŋiri","[0]","TN","Emeteŋiri[0]TN","e₂-me-te-gir₃","e₂-me-te-gir₃","–","Emeteŋiri","–","–","{ePSD2}",,,
"Emeteursaŋ","[1]","TN","Emeteursaŋ[1]TN","e₂-me-te-ur-saŋ, e₂-me-te-ur-saŋ-ŋa₂","e₂-me-te-ur-saŋ<br>e₂-me-te-ur-saŋ-ŋa₂","1, cella of Zababa in Edubba at Kish","Emeteursaŋ<br>cella of Zababa in Edubba at Kish","–","–","{ePSD2}",,,
"Emeuranak","[1]","TN","Emeuranak[1]TN","e₂-me-ur₄-an-na","e₂-me-ur₄-an-na","1","Emeuranak","–","–","{ePSD2}",,,
"emezagabarbar","[driveling]","N","emezagabarbar[driveling]N","eme-zag-ga-bar-bar, zag-ga-bar-bar","eme-zag-ga-bar-bar<br>zag-ga-bar-bar","driveling","driveling","–","–","{ePSD2}",,,
"emezi","[priest]","N","emezi[priest]N","emezi","emezi","priest","priest","–","–","{ePSD2}",,,
"Emezida","[1]","TN","Emezida[1]TN","e₂-me-zid-da","e₂-me-zid-da","1","Emezida","–","–","{ePSD2}",,,
"emeʾapinak","[plowshare]","N","emeʾapinak[plowshare]N","{ŋeš}eme-{ŋeš}apin-na, eme-apin-na, {ŋeš}eme-apin-na","<sup>ŋeš</sup>eme-<sup>ŋeš</sup>apin-na<br>eme-apin-na<br><sup>ŋeš</sup>eme-apin-na","plowshare","plowshare","–","–","{ePSD2}",,,
"emeʾu","[palate]","N","emeʾu[palate]N","eme-u₅, a-u₅, {uzu}eme-u₅","eme-u₅<br>a-u₅<br><sup>uzu</sup>eme-u₅","palate","palate","–","–","{ePSD2}",,,
"emeʾurgirak","[plant]","N","emeʾurgirak[plant]N","{u₂}eme-ur-gir₁₅, {u₂}eme-ur-gir₁₅-ra, eme-ur{sar}, {u₂}ur-gir₁₅-ra","<sup>u₂</sup>eme-ur-gir₁₅<br><sup>u₂</sup>eme-ur-gir₁₅-ra<br>eme-ur<sup>sar</sup><br><sup>u₂</sup>ur-gir₁₅-ra","a plant","a plant","–","–","{ePSD2}",,,
"emeʾuri","[Akkadian]","N","emeʾuri[Akkadian]N","eme-uri","eme-uri","the Akkadian language","the Akkadian language","–","–","{ePSD2}",,,
"Emeʾurur","[1]","TN","Emeʾurur[1]TN","e₂-me-ur₄-ur₄, e₂-me-ur₄","e₂-me-ur₄-ur₄<br>e₂-me-ur₄","1","Emeʾurur","–","–","{ePSD2}",,,
"emi","[household]","N","emi[household]N","e₂-mi₂, ama₅, a₂-mi₂, a₂-mi, e₂-mi","e₂-mi₂<br>ama₅<br>a₂-mi₂<br>a₂-mi<br>e₂-mi","queen's household","queen's household","–","–","{ePSD2}",,,
"emittum","[unmng]","N","emittum[unmng]N","e-mi-it-tum","e-mi-it-tum","(unknown meaning)","(unknown meaning)","?","?","{ePSD2}",,,
"Emitummal","[1]","TN","Emitummal[1]TN","e₂-mi-tum-ma-al","e₂-mi-tum-ma-al","1","Emitummal","–","–","{ePSD2}",,,
"Emṣium","[0]","PN","Emṣium[0]PN","e-em-ṣi-um","e-em-ṣi-um","–","Emṣium","–","–","{ePSD2}",,,
"Emu","[1]","DN","Emu[1]DN","{d}e-mu","<sup>d</sup>e-mu","1","Emu","–","–","{ePSD2}",,,
"Emudkurak","[1]","TN","Emudkurak[1]TN","e₂-mud-kur-ra, e-mu-ud-ku-ra","e₂-mud-kur-ra<br>e-mu-ud-ku-ra","1","Emudkurak","–","–","{ePSD2}",,,
"emuḫaldim","[kitchen]","N","emuhaldim[kitchen]N","e₂-muhaldim","e₂-muḫaldim","kitchen","kitchen","–","–","{ePSD2}",,,
"Emumaḫ","[1]","TN","Emumah[1]TN","e₂-mu-mah","e₂-mu-maḫ","1","Emumaḫ","–","–","{ePSD2}",,,
"Emunusgilsak","[1]","TN","Emunusgilsak[1]TN","e₂-munus-gil-sa, munus-gil-sa","e₂-munus-gil-sa<br>munus-gil-sa","1","Emunusgilsak","–","–","{ePSD2}",,,
"Emupada","[1]","TN","Emupada[1]TN","e₂-mu-pad₃-da","e₂-mu-pad₃-da","1","Emupada","–","–","{ePSD2}",,,
"Emurianabaʾak","[1]","TN","Emurianabaʾak[1]TN","e₂-mu-ri-a-na-ba-ak","e₂-mu-ri-a-na-ba-ak","1","Emurianabaʾak","–","–","{ePSD2}",,,
"Emuš","[1]","TN","Emuš[1]TN","e₂-muš₃, e₂-muš₃-a","e₂-muš₃<br>e₂-muš₃-a","1","Emuš","–","–","{ePSD2}",,,
"Emuškalamak","[1]","TN","Emuškalamak[1]TN","e₂-muš₃-kalam-ma, e₂-muš-a, e₂-muš-kalam-ma","e₂-muš₃-kalam-ma<br>e₂-muš-a<br>e₂-muš-kalam-ma","1","Emuškalamak","–","–","{ePSD2}",,,
"Emuštugmaḫšudu","[1]","TN","Emuštugmahšudu[1]TN","e₂-muštug₂-mah-šu-du₇","e₂-muštug₂-maḫ-šu-du₇","1","Emuštugmaḫšudu","–","–","{ePSD2}",,,
"Emutbala","[0]","GN","Emutbala[0]GN","e-mu-ut-ba-la","e-mu-ut-ba-la","–","Emutbala","–","–","{ePSD2}",,,
"Emutbalum","[1]","GN","Emutbalum[1]GN","e-mu-ut-ba-lum{ki}, ia-mu-ut-ba-lum, e-mu-ut-ba-lum, ia-mu-ut-ba-lum{ki}","e-mu-ut-ba-lum<sup>ki</sup><br>ia-mu-ut-ba-lum<br>e-mu-ut-ba-lum<br>ia-mu-ut-ba-lum<sup>ki</sup>","1","Emutbalum","–","–","{ePSD2}",,,
"en","[cvne]","N","en[cvne]N","en₃, en₈, en, NE, en₃{+en}, im, en₆, en₄, tar","en₃<br>en₈<br>en<br>NE<br>en₃<sup>+en</sup><br>im<br>en₆<br>en₄<br>tar","(compound verb nominal element)","(compound verb nominal element)","–","–","{ePSD2}",,,
"EN","[~onion]","AJ","EN[~onion]AJ","EN","EN","a description of onions","a description of onions","–","–","{ePSD2}",,,
"en","[priest]","N","en[priest]N","en, en-en","en<br>en-en","a priest, priestess","a priest<br>priestess","entu, enu","entu<br>enu","{ePSD2}",,,
